"Gender","Ethnicity","EEO4.Description","EEOP.Job.Group.Description","Department","EEO.Function","Age","Employment.Status"
0,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,3,0
0,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,3,0
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,3,0
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,3,0
0,3,"Professionals","Officials and Adminstrators","SANTA CLARA VALLEY MEDICAL CENTER",0,3,0
1,4,"Professionals","Officials and Adminstrators","SANTA CLARA VALLEY MEDICAL CENTER",0,3,0
1,5,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,3,1
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,3,1
0,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,3,0
0,5,"Professionals","Officials and Adminstrators","SANTA CLARA VALLEY MEDICAL CENTER",0,3,0
1,7,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,3,1
0,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,3,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,3,0
0,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,3,0
1,2,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,3,1
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,3,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,3,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,3,0
0,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,3,1
0,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,3,0
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,3,0
0,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,3,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,3,1
1,2,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,3,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,3,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,3,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,3,1
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,3,0
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,3,1
1,5,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,3,0
0,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,3,0
0,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,3,0
1,2,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,3,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,3,1
0,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,3,1
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,3,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,3,1
0,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,3,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,3,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,3,1
0,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,3,1
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,3,1
1,7,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,3,1
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,3,0
1,5,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,3,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,3,1
0,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,3,0
0,2,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,3,1
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,3,1
1,4,"Professionals","Officials and Adminstrators","SANTA CLARA VALLEY MEDICAL CENTER",0,3,0
1,2,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,3,0
1,7,"Professionals","Officials and Adminstrators","SANTA CLARA VALLEY MEDICAL CENTER",0,3,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,3,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,3,1
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,3,1
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,3,1
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,3,0
1,5,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,3,1
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,3,1
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,3,0
1,7,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,3,0
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,3,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,3,1
0,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,3,0
0,7,"Service Maintenance","Service Maintenance","AGRICULTURE & ENVIRON MGMT",5,3,0
1,5,"Professionals","Officials and Adminstrators","AGRICULTURE & ENVIRON MGMT",5,3,0
0,7,"Administrative Support","Administrative Support","ASSESSOR",7,3,1
1,0,"Administrative Support","Administrative Support","ASSESSOR",7,3,0
1,6,"Administrative Support","Administrative Support","ASSESSOR",7,3,0
0,7,"Administrative Support","Administrative Support","ASSESSOR",7,3,0
0,2,"Administrative Support","Administrative Support","ASSESSOR",7,3,0
0,7,"Officials and Administrators","Professionals","ASSESSOR",7,3,0
1,6,"Administrative Support","Administrative Support","BEHAVIORAL HEALTH SERVICES",8,3,0
1,0,"Administrative Support","Administrative Support","BEHAVIORAL HEALTH SERVICES",8,3,0
1,5,"Administrative Support","Administrative Support","BEHAVIORAL HEALTH SERVICES",8,3,0
1,5,"Administrative Support","Administrative Support","BEHAVIORAL HEALTH SERVICES",8,3,0
1,4,"Administrative Support","Administrative Support","BEHAVIORAL HEALTH SERVICES",8,3,0
0,4,"Paraprofessionals","Administrative Support","BEHAVIORAL HEALTH SERVICES",8,3,0
1,7,"Paraprofessionals","Technicians","BEHAVIORAL HEALTH SERVICES",8,3,0
0,4,"Technicians","Technicians","BEHAVIORAL HEALTH SERVICES",8,3,0
1,5,"Professionals","Professionals","BEHAVIORAL HEALTH SERVICES",8,3,0
1,5,"Professionals","Professionals","BEHAVIORAL HEALTH SERVICES",8,3,0
1,0,"Professionals","Professionals","BEHAVIORAL HEALTH SERVICES",8,3,0
1,4,"Professionals","Professionals","BEHAVIORAL HEALTH SERVICES",8,3,0
1,4,"Professionals","Officials and Adminstrators","BEHAVIORAL HEALTH SERVICES",8,3,1
1,0,"Professionals","Professionals","BEHAVIORAL HEALTH SERVICES",8,3,0
1,5,"Professionals","Officials and Adminstrators","BEHAVIORAL HEALTH SERVICES",8,3,0
0,5,"Professionals","Professionals","BEHAVIORAL HEALTH SERVICES",8,3,0
0,4,"Professionals","Professionals","BEHAVIORAL HEALTH SERVICES",8,3,0
0,2,"Professionals","Professionals","BEHAVIORAL HEALTH SERVICES",8,3,0
1,7,"Professionals","Professionals","BEHAVIORAL HEALTH SERVICES",8,3,0
0,0,"Administrative Support","Administrative Support","CLERK OF THE BOARD",7,3,0
1,7,"Administrative Support","Administrative Support","COMMUNICATIONS",9,3,0
1,5,"Administrative Support","Administrative Support","COMMUNITY HEALTH SERVICES",8,3,0
1,6,"Administrative Support","Administrative Support","COMMUNITY HEALTH SERVICES",8,3,0
0,4,"Professionals","Professionals","COMMUNITY HEALTH SERVICES",8,3,1
1,7,"Administrative Support","Administrative Support","CONTROLLER TREASURER",7,3,0
1,7,"Administrative Support","Administrative Support","CONTROLLER TREASURER",7,3,1
1,2,"Professionals","Professionals","CONTROLLER TREASURER",7,3,0
1,7,"Professionals","Professionals","CONTROLLER TREASURER",7,3,0
0,5,"Professionals","Professionals","CONTROLLER TREASURER",7,3,0
0,5,"Professionals","Professionals","COUNTY COUNSEL",7,3,0
1,6,"Professionals","Administrative Support","COUNTY COUNSEL",7,3,0
1,7,"Professionals","Professionals","COUNTY COUNSEL",7,3,0
1,0,"Officials and Administrators","Officials and Adminstrators","COUNTY COUNSEL",7,3,0
1,5,"Administrative Support","Administrative Support","COUNTY EXECUTIVE",7,3,0
1,7,"Professionals","Professionals","COUNTY EXECUTIVE",7,3,1
1,7,"Professionals","Officials and Adminstrators","COUNTY EXECUTIVE",7,3,0
0,0,"Professionals","Professionals","COUNTY EXECUTIVE",7,3,0
1,0,"Professionals","Officials and Adminstrators","COUNTY EXECUTIVE",7,3,1
0,0,"Paraprofessionals","Administrative Support","COUNTY LIBRARY",11,3,0
1,5,"Paraprofessionals","Administrative Support","COUNTY LIBRARY",11,3,0
1,7,"Professionals","Professionals","COUNTY LIBRARY",11,3,0
1,7,"Professionals","Professionals","COUNTY LIBRARY",11,3,0
1,7,"Professionals","Professionals","COUNTY LIBRARY",11,3,1
1,7,"Professionals","Professionals","COUNTY LIBRARY",11,3,0
0,0,"Administrative Support","Administrative Support","PARKS & RECREATION",5,3,1
0,0,"Administrative Support","Administrative Support","PARKS & RECREATION",5,3,1
0,0,"Service Maintenance","Service Maintenance","PARKS & RECREATION",5,3,0
0,0,"Service Maintenance","Service Maintenance","PARKS & RECREATION",5,3,0
0,5,"Service Maintenance","Service Maintenance","PARKS & RECREATION",5,3,0
1,0,"Protective Service Workers","Protective Services - Sworn","PARKS & RECREATION",5,3,0
0,0,"Protective Service Workers","Protective Services - Sworn","PARKS & RECREATION",5,3,0
1,0,"Professionals","Professionals","PARKS & RECREATION",5,3,1
0,0,"Professionals","Professionals","PARKS & RECREATION",5,3,0
0,7,"Administrative Support","Administrative Support","COUNTY CLERK-RECORDER",11,3,0
1,0,"Administrative Support","Administrative Support","CUSTODY HEALTH SERVICES",8,3,1
1,7,"Professionals","Professionals","CUSTODY HEALTH SERVICES",8,3,0
0,2,"Professionals","Professionals","CUSTODY HEALTH SERVICES",8,3,1
1,2,"Professionals","Professionals","CUSTODY HEALTH SERVICES",8,3,0
1,5,"Professionals","Professionals","CUSTODY HEALTH SERVICES",8,3,0
1,4,"Professionals","Professionals","CUSTODY HEALTH SERVICES",8,3,0
0,4,"Professionals","Professionals","CUSTODY HEALTH SERVICES",8,3,0
0,4,"Professionals","Professionals","CUSTODY HEALTH SERVICES",8,3,0
1,3,"Administrative Support","Administrative Support","DEPARTMENT OF CORRECTION",4,3,0
1,4,"Administrative Support","Administrative Support","DEPARTMENT OF CORRECTION",4,3,0
1,7,"Administrative Support","Administrative Support","DEPARTMENT OF CORRECTION",4,3,0
1,0,"Service Maintenance","Service Maintenance","DEPARTMENT OF CORRECTION",4,3,0
0,5,"Service Maintenance","Service Maintenance","DEPARTMENT OF CORRECTION",4,3,0
0,5,"Service Maintenance","Service Maintenance","DEPARTMENT OF CORRECTION",4,3,0
0,4,"Service Maintenance","Service Maintenance","DEPARTMENT OF CORRECTION",4,3,1
1,6,"Professionals","Officials and Adminstrators","DEPARTMENT OF CORRECTION",4,3,0
1,0,"Professionals","Professionals","DEPARTMENT OF CORRECTION",4,3,0
0,5,"Administrative Support","Administrative Support","DEPT OF CHILD SUPPORT SERVICES",11,3,0
1,5,"Administrative Support","Administrative Support","DEPT OF CHILD SUPPORT SERVICES",11,3,0
1,5,"Administrative Support","Administrative Support","DEPT OF CHILD SUPPORT SERVICES",11,3,0
1,5,"Paraprofessionals","Administrative Support","DEPT OF CHILD SUPPORT SERVICES",11,3,0
1,7,"Paraprofessionals","Administrative Support","DEPT OF CHILD SUPPORT SERVICES",11,3,0
1,7,"Paraprofessionals","Administrative Support","DEPT OF CHILD SUPPORT SERVICES",11,3,0
1,0,"Professionals","Professionals","DEPT OF CHILD SUPPORT SERVICES",11,3,0
0,7,"Service Maintenance","Skilled Craft","DEPT OF ENVIRONMENTAL HEALTH",5,3,0
1,4,"Professionals","Officials and Adminstrators","DEPT OF ENVIRONMENTAL HEALTH",5,3,0
1,5,"Professionals","Officials and Adminstrators","DEPT OF ENVIRONMENTAL HEALTH",5,3,0
0,0,"Professionals","Professionals","DEPT OF ENVIRONMENTAL HEALTH",5,3,0
0,4,"Professionals","Officials and Adminstrators","DEPT OF ENVIRONMENTAL HEALTH",5,3,0
0,7,"Technicians","Technicians","DEPT OF PLANNING & DEVELOPMT",1,3,0
1,5,"Technicians","Technicians","DEPT OF PLANNING & DEVELOPMT",1,3,0
1,0,"Professionals","Professionals","DEPT OF PLANNING & DEVELOPMT",1,3,0
0,0,"Officials and Administrators","Officials and Adminstrators","DEPT OF PLANNING & DEVELOPMT",1,3,0
1,5,"Officials and Administrators","Officials and Adminstrators","DEPT OF PLANNING & DEVELOPMT",1,3,0
1,5,"Administrative Support","Administrative Support","DEPT OF TAX AND COLLECTIONS",7,3,0
0,4,"Administrative Support","Administrative Support","DEPT OF TAX AND COLLECTIONS",7,3,0
1,7,"Administrative Support","Administrative Support","DEPT OF TAX AND COLLECTIONS",7,3,0
1,7,"Administrative Support","Administrative Support","DISTRICT ATTORNEY",7,3,0
0,0,"Administrative Support","Administrative Support","DISTRICT ATTORNEY",7,3,0
1,5,"Administrative Support","Administrative Support","DISTRICT ATTORNEY",7,3,0
1,4,"Administrative Support","Administrative Support","DISTRICT ATTORNEY",7,3,0
0,1,"Protective Service Workers","Protective Services - Sworn","DISTRICT ATTORNEY",7,3,0
0,0,"Protective Service Workers","Protective Services - Sworn","DISTRICT ATTORNEY",7,3,0
0,4,"Professionals","Professionals","DISTRICT ATTORNEY",7,3,0
0,7,"Professionals","Professionals","DISTRICT ATTORNEY",7,3,0
0,7,"Professionals","Professionals","DISTRICT ATTORNEY",7,3,0
1,7,"Professionals","Professionals","DISTRICT ATTORNEY",7,3,0
0,0,"Professionals","Professionals","DISTRICT ATTORNEY",7,3,0
0,0,"Professionals","Professionals","DISTRICT ATTORNEY",7,3,0
1,7,"Professionals","Professionals","DISTRICT ATTORNEY",7,3,0
1,7,"Professionals","Professionals","DISTRICT ATTORNEY",7,3,0
0,0,"Professionals","Professionals","DISTRICT ATTORNEY",7,3,0
1,5,"Professionals","Officials and Adminstrators","DISTRICT ATTORNEY",7,3,0
0,0,"Professionals","Professionals","DISTRICT ATTORNEY",7,3,0
0,0,"Professionals","Professionals","EMERGENCY MEDICAL SERVICES",8,3,0
0,0,"Professionals","Professionals","EMERGENCY MEDICAL SERVICES",8,3,0
1,4,"Administrative Support","Administrative Support","EMPLOYEE SERVICES AGENCY",7,3,0
1,2,"Professionals","Professionals","EMPLOYEE SERVICES AGENCY",7,3,0
1,7,"Professionals","Professionals","EMPLOYEE SERVICES AGENCY",7,3,0
0,7,"Service Maintenance","Service Maintenance","FACILITIES AND FLEET",7,3,0
0,0,"Service Maintenance","Service Maintenance","FACILITIES AND FLEET",7,3,0
0,0,"Service Maintenance","Service Maintenance","FACILITIES AND FLEET",7,3,0
0,4,"Service Maintenance","Service Maintenance","FACILITIES AND FLEET",7,3,0
0,0,"Skilled Craft Workers","Skilled Craft","FACILITIES AND FLEET",7,3,0
0,0,"Skilled Craft Workers","Skilled Craft","FACILITIES AND FLEET",7,3,1
0,0,"Skilled Craft Workers","Skilled Craft","FACILITIES AND FLEET",7,3,0
1,7,"Paraprofessionals","Administrative Support","FACILITIES AND FLEET",7,3,0
1,5,"Professionals","Officials and Adminstrators","FACILITIES AND FLEET",7,3,0
0,7,"Skilled Craft Workers","Skilled Craft","FACILITIES AND FLEET",7,3,0
1,7,"Technicians","Technicians","MEDICAL EXAMINER-CORONER",9,3,1
1,0,"Professionals","Professionals","MEDICAL EXAMINER-CORONER",9,3,1
0,4,"Professionals","Officials and Adminstrators","OFFICE OF SUPPORTIVE HOUSING",2,3,0
1,0,"Professionals","Officials and Adminstrators","OFFICE OF SUPPORTIVE HOUSING",2,3,0
1,6,"Professionals","Officials and Adminstrators","OFFICE OF SUPPORTIVE HOUSING",2,3,1
1,4,"Professionals","Professionals","PRE-TRIAL SERVICES",4,3,0
1,5,"Administrative Support","Administrative Support","PROBATION",4,3,0
0,0,"Administrative Support","Administrative Support","PROBATION",4,3,0
1,5,"Administrative Support","Administrative Support","PROBATION",4,3,0
1,5,"Administrative Support","Administrative Support","PROBATION",4,3,0
0,7,"Administrative Support","Administrative Support","PROBATION",4,3,0
1,6,"Administrative Support","Administrative Support","PROBATION",4,3,0
0,4,"Service Maintenance","Service Maintenance","PROBATION",4,3,0
1,4,"Service Maintenance","Service Maintenance","PROBATION",4,3,0
1,2,"Protective Service Workers","Protective Services - Sworn","PROBATION",4,3,0
1,5,"Protective Service Workers","Protective Services - Sworn","PROBATION",4,3,0
0,5,"Protective Service Workers","Protective Services - Sworn","PROBATION",4,3,0
1,5,"Protective Service Workers","Protective Services - Sworn","PROBATION",4,3,0
0,7,"Protective Service Workers","Protective Services - Sworn","PROBATION",4,3,0
0,5,"Protective Service Workers","Protective Services - Sworn","PROBATION",4,3,0
1,4,"Protective Service Workers","Protective Services - Sworn","PROBATION",4,3,0
1,5,"Protective Service Workers","Protective Services - Sworn","PROBATION",4,3,0
0,0,"Protective Service Workers","Protective Services - Sworn","PROBATION",4,3,0
1,5,"Protective Service Workers","Protective Services - Sworn","PROBATION",4,3,0
1,5,"Protective Service Workers","Protective Services - Sworn","PROBATION",4,3,0
0,5,"Protective Service Workers","Protective Services - Sworn","PROBATION",4,3,0
0,2,"Protective Service Workers","Protective Services - Sworn","PROBATION",4,3,0
1,0,"Protective Service Workers","Protective Services - Sworn","PROBATION",4,3,0
0,5,"Protective Service Workers","Protective Services - Sworn","PROBATION",4,3,0
0,2,"Protective Service Workers","Protective Services - Sworn","PROBATION",4,3,0
0,2,"Protective Service Workers","Protective Services - Sworn","PROBATION",4,3,0
1,4,"Protective Service Workers","Protective Services - Sworn","PROBATION",4,3,0
0,2,"Protective Service Workers","Protective Services - Sworn","PROBATION",4,3,0
0,0,"Protective Service Workers","Protective Services - Sworn","PROBATION",4,3,0
1,7,"Protective Service Workers","Protective Services - Sworn","PROBATION",4,3,0
0,6,"Protective Service Workers","Protective Services - Sworn","PROBATION",4,3,0
0,0,"Protective Service Workers","Protective Services - Sworn","PROBATION",4,3,0
1,6,"Protective Service Workers","Protective Services - Sworn","PROBATION",4,3,0
1,5,"Professionals","Officials and Adminstrators","PROBATION",4,3,0
1,7,"Professionals","Officials and Adminstrators","PROCUREMENT",7,3,0
1,5,"Professionals","Professionals","PROCUREMENT",7,3,0
0,4,"Professionals","Professionals","PROCUREMENT",7,3,0
1,2,"Officials and Administrators","Officials and Adminstrators","PROCUREMENT",7,3,0
1,0,"Administrative Support","Administrative Support","PUBLIC DEFENDER",7,3,0
0,7,"Professionals","Officials and Adminstrators","PUBLIC DEFENDER",7,3,0
0,5,"Professionals","Professionals","PUBLIC DEFENDER",7,3,0
1,7,"Professionals","Professionals","PUBLIC DEFENDER",7,3,0
0,7,"Professionals","Professionals","PUBLIC DEFENDER",7,3,0
1,7,"Professionals","Professionals","PUBLIC DEFENDER",7,3,0
1,7,"Professionals","Professionals","PUBLIC DEFENDER",7,3,0
1,5,"Administrative Support","Administrative Support","PUBLIC HEALTH",8,3,0
1,3,"Paraprofessionals","Administrative Support","PUBLIC HEALTH",8,3,0
1,5,"Paraprofessionals","Administrative Support","PUBLIC HEALTH",8,3,0
1,4,"Technicians","Professionals","PUBLIC HEALTH",8,3,0
1,4,"Technicians","Professionals","PUBLIC HEALTH",8,3,1
1,0,"Professionals","Professionals","PUBLIC HEALTH",8,3,0
1,5,"Professionals","Professionals","PUBLIC HEALTH",8,3,0
1,5,"Professionals","Professionals","PUBLIC HEALTH",8,3,0
1,4,"Professionals","Professionals","PUBLIC HEALTH",8,3,0
0,5,"Professionals","Professionals","PUBLIC HEALTH",8,3,0
1,5,"Professionals","Professionals","PUBLIC HEALTH",8,3,0
1,4,"Professionals","Professionals","PUBLIC HEALTH",8,3,0
1,0,"Professionals","Professionals","PUBLIC HEALTH",8,3,0
1,2,"Administrative Support","Administrative Support","REGISTRAR OF VOTERS",11,3,0
1,5,"Administrative Support","Administrative Support","REGISTRAR OF VOTERS",11,3,0
1,7,"Administrative Support","Administrative Support","REGISTRAR OF VOTERS",11,3,1
1,7,"Administrative Support","Administrative Support","REGISTRAR OF VOTERS",11,3,1
1,7,"Administrative Support","Administrative Support","REGISTRAR OF VOTERS",11,3,1
0,7,"Service Maintenance","Administrative Support","REGISTRAR OF VOTERS",11,3,0
0,7,"Service Maintenance","Administrative Support","REGISTRAR OF VOTERS",11,3,0
0,7,"Service Maintenance","Administrative Support","REGISTRAR OF VOTERS",11,3,1
1,7,"Service Maintenance","Administrative Support","REGISTRAR OF VOTERS",11,3,1
1,0,"Professionals","Administrative Support","REGISTRAR OF VOTERS",11,3,0
1,4,"Administrative Support","Administrative Support","RISK MANAGEMENT",7,3,0
0,4,"Administrative Support","Administrative Support","RISK MANAGEMENT",7,3,0
1,0,"Professionals","Professionals","CUSTODY HEALTH SERVICES",8,3,0
0,4,"Administrative Support","Administrative Support","ROADS AND AIRPORTS",3,3,0
0,7,"Professionals","Professionals","ROADS AND AIRPORTS",3,3,0
1,4,"Administrative Support","Administrative Support","SHERIFF SERVICES",9,3,0
1,5,"Administrative Support","Administrative Support","SHERIFF SERVICES",9,3,0
1,5,"Administrative Support","Administrative Support","SHERIFF SERVICES",9,3,0
1,0,"Administrative Support","Administrative Support","SHERIFF SERVICES",9,3,0
1,5,"Protective Service Workers","Protective Services - Sworn","SHERIFF SERVICES",9,3,0
0,4,"Protective Service Workers","Protective Services - Sworn","SHERIFF SERVICES",9,3,0
0,5,"Protective Service Workers","Protective Services - Sworn","SHERIFF SERVICES",9,3,0
0,0,"Protective Service Workers","Protective Services - Sworn","SHERIFF SERVICES",9,3,0
0,0,"Protective Service Workers","Protective Services - Sworn","SHERIFF SERVICES",9,3,0
0,5,"Protective Service Workers","Protective Services - Sworn","SHERIFF SERVICES",9,3,0
0,0,"Protective Service Workers","Protective Services - Sworn","SHERIFF SERVICES",9,3,0
0,7,"Protective Service Workers","Protective Services - Sworn","SHERIFF SERVICES",9,3,0
0,0,"Protective Service Workers","Protective Services - Sworn","SHERIFF SERVICES",9,3,0
0,0,"Protective Service Workers","Protective Services - Sworn","SHERIFF SERVICES",9,3,0
0,4,"Protective Service Workers","Protective Services - Sworn","SHERIFF SERVICES",9,3,0
0,6,"Protective Service Workers","Protective Services - Sworn","SHERIFF SERVICES",9,3,0
0,4,"Protective Service Workers","Protective Services - Sworn","SHERIFF SERVICES",9,3,0
1,5,"Protective Service Workers","Protective Services - Sworn","SHERIFF SERVICES",9,3,0
1,0,"Protective Service Workers","Protective Services-Non Sworn","SHERIFF SERVICES",9,3,1
0,4,"Technicians","Protective Services - Sworn","SHERIFF SERVICES",9,3,0
0,5,"Technicians","Protective Services - Sworn","SHERIFF SERVICES",9,3,0
0,0,"Technicians","Protective Services - Sworn","SHERIFF SERVICES",9,3,0
0,0,"Technicians","Protective Services - Sworn","SHERIFF SERVICES",9,3,0
0,0,"Technicians","Protective Services - Sworn","SHERIFF SERVICES",9,3,0
0,0,"Technicians","Protective Services - Sworn","SHERIFF SERVICES",9,3,0
1,0,"Technicians","Technicians","SHERIFF SERVICES",9,3,0
0,5,"Professionals","Protective Services - Sworn","SHERIFF SERVICES",9,3,0
1,0,"Professionals","Officials and Adminstrators","SHERIFF SERVICES",9,3,0
0,0,"Officials and Administrators","Officials and Adminstrators","SHERIFF SERVICES",9,3,0
1,7,"Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT",4,3,0
0,5,"Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT",4,3,0
0,5,"Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT",4,3,0
0,5,"Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT",4,3,0
0,0,"Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT",4,3,0
0,0,"Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT",4,3,0
0,2,"Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT",4,3,0
0,0,"Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT",4,3,0
0,5,"Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT",4,3,0
0,5,"Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT",4,3,0
1,4,"Professionals","Professionals","CUSTODY HEALTH SERVICES",8,3,0
0,5,"Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT",4,3,0
0,6,"Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT",4,3,0
0,5,"Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT",4,3,0
1,5,"Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT",4,3,0
0,5,"Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT",4,3,0
1,5,"Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT",4,3,0
0,4,"Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT",4,3,0
0,4,"Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT",4,3,0
0,3,"Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT",4,3,0
1,0,"Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT",4,3,0
1,4,"Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT",4,3,0
0,5,"Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT",4,3,0
0,4,"Protective Service Workers","Protective Services - Sworn","SHERIFF-DOC CONTRACT",4,3,0
0,0,"Technicians","Protective Services - Sworn","SHERIFF-DOC CONTRACT",4,3,0
1,5,"Technicians","Protective Services - Sworn","SHERIFF-DOC CONTRACT",4,3,0
0,2,"Technicians","Protective Services - Sworn","SHERIFF-DOC CONTRACT",4,3,0
1,5,"Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY",10,3,0
1,5,"Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY",10,3,0
1,5,"Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY",10,3,0
0,5,"Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY",10,3,0
0,5,"Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY",10,3,0
1,5,"Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY",10,3,0
1,6,"Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY",10,3,0
1,5,"Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY",10,3,0
1,5,"Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY",10,3,0
1,5,"Administrative Support","Administrative Support","SOCIAL SERVICES AGENCY",10,3,0
